imdbID,Title,Year,Type,Actors,Director,Plot,Poster,Ratings
tt2085562,The Power Object,2011-,tvSeries,,,"The adventures of three young San Francisco women who turn their loser lives around with the help of a magic vibrator. Based on the screenplay ""The Power Object.""",,
tt16365898,Erotica - Cherie Laurent,2019,tvSeries,Cherie Laurent,,"Cherie Laurent showcases us with dance and images as well as her song titled ""I think of you. I touch myself"". Cherie surprises us with beautiful images, art, clips, pretty girls, beautiful scenery, messages and of course Cherie p...",https://m.media-amazon.com/images/M/MV5BNTljNTg4MjktNTgwNi00YTgwLTlkMDMtOTA3NDg4ZDI2NTdiXkEyXkFqcGdeQXVyMTQxNzc0NDg3._V1_SX300.jpg,
tt2212580,New Year Picture,2013-,tvSeries,"Tong Zhang, Yao Tong, Li Cao",,"Three families, Yang Datian, Han Qinghai, and Zhu Zhiren, were in charge of Chinese ""New Year Picture"" business from the end of Qing Dynasty to World War II.",https://m.media-amazon.com/images/M/MV5BN2FjM2NlNTAtMjBlNC00NGRjLWFiYTAtMmM3MjJjYzVlZjk3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,
tt14847700,"Everybody, Sing!",2021-,tvSeries,Vice Ganda,,"Touted as the ""first community singing game show,"" Everybody, Sing. is a musical game show, where no one will be left empty-handed. There will be 25 contestants each episode that will be featured in the show. These contestants wil...",https://m.media-amazon.com/images/M/MV5BMzcyMTQwNDMtNTBjYS00OGNkLWJjMzAtNDQ0ZTM3Njk3MDZmXkEyXkFqcGdeQXVyMTMzNjQ4MzU0._V1_SX300.jpg,
tt17498222,It's Daisy May,2021-,tvSeries,Candice Palladino,,"""It's Daisy May"" is a web series about Daisy May, a girl from the American south who loves talking, making people smile, and singing country music. Here Daisy jumps in the deep end and introduces herself to the wide, wide world of...",https://m.media-amazon.com/images/M/MV5BMTI4ZDcxODgtYzQwOS00ODYzLTg3NWItYzAyZDY2NGMzODA3XkEyXkFqcGdeQXVyNTk1ODYyMTc@._V1_SX300.jpg,
tt1797788,Roller Warriors,2009-,tvSeries,Duane Cunningham,,"Modern roller derby began in Austin, TX in 2001 and quickly spread worldwide, creating hundreds of leagues, in places like Kansas City where small leagues run ""by the skater, for the skater...",,
tt18294846,KXNG D.O.P.E.,2022-,tvSeries,"Chaz Kxng D.O.P.E. Haymond, Gerald 'Slink' Johnson, Audrica McPeters",,"Chaz Haymond is starting to enjoy being a self-made entrepreneur, model, actor, and rap artist in the streets of California. With all his newfound success, he now must juggle being Chaz, the popular guy, verse KXNG D.O.P.E. the ""C...",https://m.media-amazon.com/images/M/MV5BYTdmYjU5NTQtNjc1Ni00NDg0LWJhYWQtMGQ4ZTg1NTZlNTM4XkEyXkFqcGdeQXVyNDc1NjE0Njg@._V1_SX300.jpg,6.2/10
tt1451765,An suan,2005-,tvSeries,"Baoqiang Wang, Shu Chen, Liya Ai",,,https://m.media-amazon.com/images/M/MV5BMjI1NDY1N2MtMDVmNS00MzgxLWJkZmYtOTQ1YWE3NjY0NzYwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,82%
tt16711782,Kaan Sekban'la Alt Tarafi Bi' Talk Show,2020-,tvSeries,"Kaan Sekban, Gonca Vuslateri, Erkan Can",,"""Bi' Talk Show with Kaan Sekban"" continues to leave its mark on television comedy with its colorful conversations and entertaining plays with famous guests. It will be very enjoyable to watch the show, accompanied by Emir Ersoy an...",https://m.media-amazon.com/images/M/MV5BODdjMWE5MjgtNTgxMi00NzgzLTliYTMtNTZmNWYzNWZlYjM5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,3.3/10
tt1436295,We Have to Stop Now,2009-,tvSeries,"Cathy DeBuono, Jill Bennett, Suzanne Westenhoefer",,"Two lesbian therapists struggle to keep up the pretense of staying together when a documentary film crew invades their home after the success of their book ""How to Succeed in Marriage without Even Trying.""",https://m.media-amazon.com/images/M/MV5BOTQ2NDEzNDE1MF5BMl5BanBnXkFtZTcwMjg1NDk2Mw@@._V1_SX300.jpg,
tt18949942,Bad Boys: Los Angeles,2022-,tvSeries,"Milan Christopher, Natalie Nunn, William The Baddest",,"For years, the girls have held down the title of ""bad"", while the fellas have stood on the sideline -- but now, it's the guys turn to lay claim to the crown.",https://m.media-amazon.com/images/M/MV5BZGVkMzg4ODktYmU4YS00NTFlLWI2MjAtZTkxOWQxZGYzZTU1XkEyXkFqcGdeQXVyMTA0OTYwNDE3._V1_SX300.jpg,
tt16711906,K Around the World,2018-,tvSeries,Consuelo Gennari,,"Each episode takes place in a different destination, which follows the journey step by step, from external environments to interior. The program extends along the lines of the famous Youtube ""Vlogs"", shot with two cameras and support",https://m.media-amazon.com/images/M/MV5BNGNjMDg3YjUtZjJjMy00NjRkLTgwM2UtMmYwNDI3NzZhMjViXkEyXkFqcGdeQXVyMjQxMDMwNjY@._V1_SX300.jpg,
tt1705096,Who the (Bleep) Did I Marry,2010-,tvSeries,"Valerie Haselton Drescher, Jacqueline Hennessy, Matt Gulbranson",,"A biography about real people who marry their ""soulmates"", until they learn that the person they thought they married, isn't who they say they are.",https://m.media-amazon.com/images/M/MV5BMTJmMGVmYjEtOGNmNi00YTdkLThjOGQtNjAwN2RhZTMxM2I2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg,
tt18295970,Making it in America,2021-,tvSeries,"Nelita Villezon, Anthony Francisco, Ez Mil",,"""Making it in America"" is a MYX original series apart of the ""Making It"" series that follows the multigenerational journey of migrant families that have created top Filipino entrepreneurs, artists, leaders in different parts of th...",https://m.media-amazon.com/images/M/MV5BNTg0MTc5YWUtYTA2NC00ZjIxLWIzZWUtM2FjNTIxMDA3NWUwXkEyXkFqcGdeQXVyODU5NzA1NDU@._V1_SX300.jpg,
tt20859594,Die deutsche Luftballonmeisterschaft,2022-,tvSeries,"Tom Beck, Rúrik Gíslason, Laura Wontorra",,"""Die deutsche Luftballonmeisterschaft"" is a Celebrity-Game-Show on RTL Deutschland.",https://m.media-amazon.com/images/M/MV5BN2EwYTE0NzgtOTMxMi00NzQ1LWFiOTEtY2M0NTAzYjgwYjFiXkEyXkFqcGdeQXVyNjE1MjkwNw@@._V1_SX300.jpg,
tt16114268,Dorogaya peredacha,2005,tvSeries,"Fyodor Dobronravov, Andrey Kaykov, Irina Medvedeva",,"A Russian sketch comedy show. The predecessor of ""6 kadrov"".",https://m.media-amazon.com/images/M/MV5BNDM4OGEzYTAtMWVjNC00ODIzLWFmOTItYzNiNTZjNmFlYmFiXkEyXkFqcGdeQXVyMTEyMjg3MDkw._V1_SX300.jpg,
tt14363574,Advokado,2021-,tvSeries,"Ljubomir Bandovic, Nikola Pejakovic, Mirjana Karanovic",,"The series ""Advokado"" follows the ups and downs of the main character Brane and his faithful companion Beli. At the center of the plot are their families and friends as they try to find meaning and peace in life.",https://m.media-amazon.com/images/M/MV5BNGZlMjk4ZmMtY2M0OC00MTFiLWI5NzgtMTE5MGE4ZjdmN2Y2XkEyXkFqcGdeQXVyNzkyNzQyNw@@._V1_SX300.jpg,5.7/10
tt2145880,Crazy 'bout... with Shelley and Annie,2012,tvSeries,"Shelley Bennett, Anne Girard, Ben Gleib",,"An educational-comedy series. Equal parts fact and funny. Hosted by Shelley Bennett and Annie Girard. A ""World Almanac"" of subjects ranging from weird museums to bacon to the Oscars. Includes jokes, trivia, spoofs and guest stars. Pu",https://m.media-amazon.com/images/M/MV5BMTQwMTU5NTMyMF5BMl5BanBnXkFtZTcwNzM4Mzg5Nw@@._V1_SX300.jpg,5.4/10
tt17051300,Office Hours with Georgia Howe,2021-,tvSeries,"Georgia Howe, Dennis Prager, Jason Whitlock",,"Welcome to Office Hours, Daily Wire's companion show to the famous PragerU ""5-Minute Videos."" Every week, converted liberal and former teacher Georgia Howe hosts an in-depth discussion with a PragerU expert about their 5-minute vi...",https://m.media-amazon.com/images/M/MV5BN2I3NjBhODktYzYzZC00NTVlLWFkM2UtMDYxMjdiYTkwZjk5XkEyXkFqcGdeQXVyNzExMzc0MDg@._V1_SX300.jpg,5.0/10
tt20859920,Alchemy of Souls,2022-,tvSeries,"Jae-Wook Lee, Min-Hyun Hwang, Joon-Sang Yoo",,"Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.",https://m.media-amazon.com/images/M/MV5BMmJhZGFhMmItM2RmMC00NWIxLWE5ZjMtMmIwZmJkNTdjZTg4XkEyXkFqcGdeQXVyOTI5NDk4NDQ@._V1_SX300.jpg,
tt2309747,Undergrads: South,2012-,tvSeries,"David Bukstein, Ali Haji, Morgan Young",,"Created and executive produced by James Franco and Vince Jolivette, ""Undergrads: South"" captures a behind-the-scenes look at college life and the unique experiences of undergraduates as they struggle to balance their personal lives, ",,6.6/10
tt14850284,Dizney Coast to Coast,2014-,tvSeries,"Jeff DePaoli, Don Hahn, Bill Farmer",,"""Dizney Coast to Coast"" is an entertaining and informative podcast about anything and everything related to The Walt Disney Company. Consider this your warning; listeners of DCTC have been known to temporarily leave their reality whi",https://m.media-amazon.com/images/M/MV5BZTFkYWU4M2YtMGYzZS00YzlmLWFlM2MtNDc3OTZhYzVhMGM5XkEyXkFqcGdeQXVyMjAzMDEyMzg@._V1_SX300.jpg,9.1/10
tt1799151,Ingenious Minds,2010-,tvSeries,"Rex Lewis-Clack, Jon Sarkin, Temple Grandin",,"Genius can be both a blessing and a curse. This real-life exploration into the world of exceptional yet troubled individuals will ask the question, ""How do they do it?"" and through cutting-edge neuroscience attempt to find the ans...",,
tt14850356,Shay Thani,2019-2020,tvSeries,"Ali Najim, Omar Al Olayan",,"The first ever radio show that has a different structure and theme every day. It's ""Shay Thani"" (EN: Something Different).",https://m.media-amazon.com/images/M/MV5BZTdlOTQ2NzktNDRkZS00NTM3LTg3YTYtZjZjYWEzNTJmMGYwXkEyXkFqcGdeQXVyMzY5NjY2NTI@._V1_SX300.jpg,5.6/10
tt2146238,Calliope,2010-,tvSeries,"Rachel Elliott, Jack Bagley, John Ross Walker",,"""Calliope"" is a children's show in the traditions of the favorite shows of the past. Calliope (Rachel Elliott) is a clown who is working to perfect her craft...",https://m.media-amazon.com/images/M/MV5BMTg2NTIwNTA4Nl5BMl5BanBnXkFtZTcwMjIxNjg3Nw@@._V1_SX300.jpg,6.0/10
tt15010632,Special Report,2020-,tvSeries,"Steven Czajkowski, Helena Farhi, Laura Kathryn Gilbert",,"A dedicated journalist works to report on the latest headlines, while fighting to overcome her own ""fever dreams"" involving the dating misadventures of her ghost roommate and other bizarre characters. 8 episodes (2020)",https://m.media-amazon.com/images/M/MV5BNGU2MzkxZDMtYTBhNy00ZTIxLTlmY2MtMjZhYjQwNTc3MTgyXkEyXkFqcGdeQXVyNjAxMTE4NTY@._V1_SX300.jpg,8.3/10
tt1705160,Bangla Bangers,2007-,tvSeries,"Leepu Nizamuddin Awlia, Bernie Fineman",,"Leepu converts rusting old autos into Ferrari and Lamborghini styled fast sports cars and limousines in his small workshop in Bangladesh's capital of Dhaka, and then later in the ""Chop Shop"" garage he and Bernie operate out of in Bri",https://m.media-amazon.com/images/M/MV5BZWFmOWQ5Y2ItZTM4Ni00NjJlLTgwZTItZDhkNzllOTFjNGY1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,5.4/10
tt16116026,Ma Cherie TV,2016-,tvSeries,Cherie Laurent,,,,70%
tt14518988,My Kitchen Rules - Israel,2018-,tvSeries,"Haim Cohen, Ruti Broudo, Orly Silbersatz",,"The show have teams of two contestants with pre-existing relationships, from all over the country, competing against each other to ""transform an ordinary home into an instant restaurant complete with theme and table decorations fo...",https://m.media-amazon.com/images/M/MV5BODYyOWFhYTEtNDY5YS00YjI0LWIxZmEtNDE5NjVkOGJiY2VhXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,
tt15446512,The Late Dr. Lady Show,2003-,tvSeries,"David Lady, Laura Lady",,"A hosted horror movie show with David Lady as ""Dr. Lady"", assisted by his wife Laura lady and Wolfie - a werewolf. Screening from 2003.",https://m.media-amazon.com/images/M/MV5BYzM2YTZlMzQtNjJjYS00NjRmLThhMWYtZWI0MWRlYTQwNTVhXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,7.0/10
tt15010724,Mad Mensch: The Story of Don Drapeberg,2021,tvSeries,"Jake Reiner, Greg Santos, Margaret Berkowitz",,"When an illustrious New York ad-man pitches to a difficult client, he reaches deep into his roots to sell Ginger Ale as the drink of the Jewish People. ""Mad Mensch"" occurs in a contemporary alternative universe in which the show Mad ",https://m.media-amazon.com/images/M/MV5BZmU4MjYzYjUtZTA2Ni00MDliLWJiYzItNjI4ZjViNjZmMjE0XkEyXkFqcGdeQXVyMjU5MjMyOTQ@._V1_SX300.jpg,
tt17051972,Blind Wave: Peacemaker Reaction,2022-,tvSeries,"Eric Whiteley, Aaron Elliott, Calvin Grubb",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""Peacemaker""",https://m.media-amazon.com/images/M/MV5BMTZlY2JhYTktZTIwZC00MzUwLWI4Y2QtNjhiYmFlYmRlM2UzXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,
tt19395666,Starting from Scratch with Savannah Guthrie,2022-,tvSeries,"Savannah Guthrie, Drew Barrymore, Bobby Flay",,"TODAY anchor Savannah Guthrie steps into the kitchen to learn how to cook simple recipes and basic cooking techniques from all-star chefs in her new series ""Starting From Scratch.""",https://m.media-amazon.com/images/M/MV5BOTI2ZjJhMTgtZDg5NS00NDhlLTk0OTgtMWJjNDRiMmY2NjgzXkEyXkFqcGdeQXVyNjY2MTY4MDg@._V1_SX300.jpg,
tt15010766,Pehla Chakravyuh - Chalava,2022-,tvSeries,"Rituraj Singh, Sourav Gautam, Aashay Srivastava",,"A mysterious serial killer is being transferred from one prison to another; Ashish Dutta, a new police officer, is assigned to lead the journey, which leads to shocking events, deaths, and unimaginable crimes.""",https://m.media-amazon.com/images/M/MV5BZDg2MGYwZmItYzUwYi00NWQyLWJmZjMtNmEwZTJkYTc2ZDA4XkEyXkFqcGdeQXVyNTg3NTE1Mjc@._V1_SX300.jpg,4.8/10
tt2213991,The Mystery Squad,2010-,tvSeries,,,"In each episode the team of intrepid kids meet in an old library filled with magic and wonder. The ""squad"" picks out a different title each time and tries to find the books true meaning.",,6.8/10
tt18951930,Rydderevolusjonen,2022-,tvSeries,"Desta Marie Beeder, Ingrid Vik Lysne, Mads Clemmetsen",,"""Rydderevolusjonen"" is visiting families with homes with to much stuff. Packing down rooms, bringing all the stuff to a hall. Where the family have to get rid of 50% of there things.",https://m.media-amazon.com/images/M/MV5BMDFlZmY1MDUtZjBkOC00ZWQyLWJiN2ItMzJlYjY3NmE0ZTY5XkEyXkFqcGdeQXVyMTUzNjc4MDI0._V1_SX300.jpg,3.1/10
tt16716928,Kelimeler ve Seyler,2019-,tvSeries,"Furkan Caliskan, Aykut Ertugrul, Erkan Simsek",,"Newly released books and magazines, annual fairs, awards and events, in short, everything about literature. In ""Words and Things"", we feel the pulse of contemporary literature.",https://m.media-amazon.com/images/M/MV5BYTIyZDFiN2MtMTBkMC00NDczLWEwYjItZjUxZWM3NTE0ODEzXkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_SX300.jpg,
tt2359538,On the Streets with Carlton Enoch,2012-,tvSeries,Carlton Enoch,,"On the Streets is Where You Should Be People will do anything for a moment of Fame ""On the Streets"" is an urban reality talk show taped live on the streets of Hollywood Blvd, better known ...",https://m.media-amazon.com/images/M/MV5BMjYzMjc3NjkzOF5BMl5BanBnXkFtZTcwMDQwMzQ1OA@@._V1_SX300.jpg,5.6/10
tt21194344,Mala supruga,2022-,tvSeries,"Anika Milicevic, Srna Djenadic, Milica Burazer",,"The series is based on a popular period novel ""Mala supruga"" by Mir Jam and it's set in modern times.",https://m.media-amazon.com/images/M/MV5BYTQwNzEzMjYtYjUzNy00NTNhLWE4MGMtNWE1ZWY5YWU0YjZlXkEyXkFqcGdeQXVyMzM0NzgyNjM@._V1_SX300.jpg,
tt18561848,Ye Tune Kya Kiya,2022-,tvSeries,"Rohit Chaudhary, Reshma Khan, Tuntun Kumar",,"""Ye tune kya kiya"" is a question asked by Tanu to her husband. What was the reason behind transformation of innocent village girl Tanu to prostitute Tamanna? Who was the one who made her life a living hell.",https://m.media-amazon.com/images/M/MV5BNDY4OGY2OTAtOWM2Yy00MGMwLTg2OGQtMzYwZjBlMGY3Nzc1XkEyXkFqcGdeQXVyMTQzMzI3OTE4._V1_SX300.jpg,
tt1799632,Tatu: Art and Soul,2011-,tvSeries,,,"Brothers Jason and Jeremy Cantwell have recently completed their idea of opening a tattoo shop in a mall just outside Louisville, Kentucky. ""Art and Soul"" seeks to bring to life the sentimental, emotional, and inspirational meanin...",,
tt1829880,CNBC Titans,2010-,tvSeries,"Mike Schneider, Christopher Schuering, Ryan Schuering",,"""CNBC Titans"" profiles remarkable people who made careers turning the ""unthinkable"" into reality and companies that grew from humble roots to worldwide recognition. Get the real stories behind some of the most famous icons, the gr...",https://m.media-amazon.com/images/M/MV5BMTA4MjM5MTI5NzNeQTJeQWpwZ15BbWU4MDQwNjk3MDMx._V1_SX300.jpg,
tt16117208,Corona. Spezial,2021-,tvSeries,"Linda Zervakis, Claudia von Brauchitsch, Markus Söder",,"""Corona. Spezial"" is a News-Show on ProSieben (DE,AT,CH) and SAT.1 (DE,AT,CH).",https://m.media-amazon.com/images/M/MV5BZTYxYjdiZjMtOTMzZS00NzgwLWI2MmUtM2M1YzU3YmU4ZTRlXkEyXkFqcGdeQXVyNjE1MjkwNw@@._V1_SX300.jpg,5.6/10
tt1564623,Curiosity,2011-2014,tvSeries,"Josh Charles, Martin Sheen, Samuel L. Jackson",,"This program is made by the Discovery Network, and the show's 'full-name' has the suffix phrase of ""The Questions of Our Life"", after curiosity. The show tries to answer mysteries and certain queries within diverse fields like the...",https://m.media-amazon.com/images/M/MV5BZGM0MTQyNDQtNThiOC00MTExLTg5YTMtYTUzZjMwYTEzYzY1XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg,
tt2263665,Kontoret,2012-2013,tvSeries,"Henrik Dorsin, Sissela Benn, Björn Gustafsson",,"A Swedish version of the British TV-series ""The Office""",https://m.media-amazon.com/images/M/MV5BOGI4MDA5MzgtOWI4ZC00MDcyLWE5M2YtMzU5Y2E4ODEyZGY0XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg,
tt2187781,Hurricane Hunters,2012-,tvSeries,,,"This character-driven documentary series takes us into the high-stakes world of Hurricane Hunters.

They are the Air Force Reserve Squadron based in Biloxi, Mississippi, who fly planes into Hurricanes to better understand them and...",https://m.media-amazon.com/images/M/MV5BMjIwNjYzNDgxOF5BMl5BanBnXkFtZTgwNDYzODIxMDE@._V1_SX300.jpg,
tt14852808,The Watcher,2022-,tvSeries,"Naomi Watts, Bobby Cannavale, Mia Farrow",,"A married couple moving into their dream home are threatened by terrifying letters from a stalker, signed - ""The Watcher.""",https://m.media-amazon.com/images/M/MV5BMTY3OGQxNTItYWEwZS00ZTg0LWE1MjYtMTcxNTUzYzk0ZjdmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,
tt1829916,Drum Heads,2011-,tvSeries,"Mike Ciprari, Scott Ciprari",,"Drum Heads is a half hour docu-series that follows ""drum head"" brothers Mike (24) & Scott (25) Ciprari as they run their custom drum company, SJC Drums, out of their home town of Dudely, ...",,
tt1672161,Holly's World,2009-,tvSeries,"Holly Madison, Angel Porrino, Josh Strickland",,"Having left Los Angeles for the bright lights of Las Vegas, former ""Girl Next Door"" Holly Madison sets out to make her mark on the strip by starring in a Vegas peepshow.",https://m.media-amazon.com/images/M/MV5BYWY5MTgzYzgtMzA4Yi00M2U1LTlmNDMtZjQ2MWM3NzRmMzA1XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_SX300.jpg,
tt16369058,PBC,2022-,tvSeries,"Jessica Sarah Flaum, Christian A. Pierce, Pete Gardner",,"Sarah is just trying to ""be audit she can be. After finally quitting her job at a major public firm, Sarah finds herself as the Senior Accountant for SUNRYZER A.I., a fast-track to IPO tech start-up that is preparing for their ann...",https://m.media-amazon.com/images/M/MV5BM2NiODkwMmEtYzc4Mi00ZDI5LTg1YWMtMDkwYmVhNWU0Y2Q1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,
tt15300176,Backstory with Terry McFadden,2021-,tvSeries,"Terry McFadden, John Lehr, Rick Overton",,"""Backstory with Terry McFadden"" is an interview series where with established Writers/Producers/Comedians and TV Show Creators not only inform viewers about their career but tell stories that otherwise we would not hear.",https://m.media-amazon.com/images/M/MV5BMGNkMzg1MjMtOGRhYS00NmEyLTk5NTktYjgzYjg3MDljZWI0XkEyXkFqcGdeQXVyMjI4NDI0NzM@._V1_SX300.jpg,3.3/10
tt20868068,The Artist's Journey: Ricardo Chreem,2022-,tvSeries,,,"""The artist's Journey"" is a work in process. It is a Series about different artists, their processes, and works from their own points of view. A project where each artist makes their own script writing, show his work, and talks ab...",https://m.media-amazon.com/images/M/MV5BNjgwMmE2NTMtZjY1ZS00ZTNkLWJhNjgtYmU4OGQzNzdlZDhkXkEyXkFqcGdeQXVyMjc5MDc0MTA@._V1_SX300.jpg,
tt17055852,Tali e quali,2019-,tvSeries,"Loretta Goggi, Giorgio Panariello, Carlo Conti",,"Spin-off of ""Tale e quale show"".",https://m.media-amazon.com/images/M/MV5BYzMzMzZlOTUtNzJhNy00NzY4LTljMmUtOTQzM2ZmMzAyZjUyXkEyXkFqcGdeQXVyMTMxOTQ5Mjc3._V1_SX300.jpg,6.0/10
tt1672197,Feebee's Hop and Shop,2008-2009,tvSeries,Donna Grotheer,,"Childrens TV show based on main character ""Feebee"". Feebee owns a general store, with her is Refri, Donnie the Dictionary, Bartlett and Reggie.",,
tt1672346,Halloween Superstar,2009-,tvSeries,"Chris Carter, John Simpson, Brian Doyle",,"""Spooktestants"" compete for the title of Halloween Superstar.",,
tt17056346,Caravanner of the Year,2016,tvSeries,Arabella Weir,,"Two-part series that saw six couples chosen to compete for the award of ""Caravanner of the Year"".",https://m.media-amazon.com/images/M/MV5BZTY5NTJkYzYtNzBhNC00ZDZhLTlmZmEtYTUyYjdlOTM2MWQ5XkEyXkFqcGdeQXVyMDIzNDc0MA@@._V1_SX300.jpg,4.7/10
tt18300006,Sherri,2022-,tvSeries,"Sherri Shepherd, Robin Roberts, Jen Hatmaker",,"Sherri Shepherd, actress, comic, and Emmy Award-winning longtime co-host of ""The View"", appears before a live audience with a daily dose of pop culture, comedy, conversations, and daytime talk staples, including celebrity and huma...",https://m.media-amazon.com/images/M/MV5BNTJiODE5YmMtYWUxMi00YzUwLTg0YTMtYWFiM2I3YzViMTcwXkEyXkFqcGdeQXVyMTU1MTUyODMw._V1_SX300.jpg,
tt14681136,Historias de Cracks,2021-,tvSeries,"Claudio Borghi, Aldo Schiappacasse, Claudio Palma",,"The TV show consists of conversations with great figures of South American football, such as José Luis Chilavert, Javier Mascherano, Enzo Franscescoli and Manuel Pellegrini, among others. The ""Cracks"" will converse with the trio of c",https://m.media-amazon.com/images/M/MV5BZTEwMmU3NDItODJhOC00NjIwLThiNjItMDBjOTI2YzUxMTM5XkEyXkFqcGdeQXVyODQ0MDYxNDI@._V1_SX300.jpg,6.1/10
tt17501150,Mushikaburi-hime,2022-,tvSeries,"Reina Ueda, Kôki Uchiyama, Nobunaga Shimazaki",,"For as long as she could read, Eliana Bernstein-more commonly known as the ""Bibliophile Princess""-has preferred the company of books to that of people. However, as a noble, it is her duty to find a suitor. Fortunately for her, Cro...",https://m.media-amazon.com/images/M/MV5BMzI0NWI5MmUtZGY3Yy00ZThjLWEzNDktNDlmZDZmYjZkZGEzXkEyXkFqcGdeQXVyMTUwMTA0Nzc2._V1_SX300.jpg,5.0/10
tt17056638,L'arca di Noè,2012-,tvSeries,Maria Luisa Cocozza,,"""L'arca di Noè"" is a program dedicated to the world of animals. Hosted and edited by Maria Luisa Cocozza, it began airing in 2012, with the aim of replacing ""TG Bau and Miao"". It airs every Sunday after the lunchtime edition of ""TG 5",,
tt14524592,Morium,2021-,tvSeries,"Magdalena Conway, Wilson Hines, Emma Norville, Sophie Oldford",,MORIUM is a series of short films about Alexandria and Nathan - and Stacy. Three teenagers who were bullied all through high school. They kept their torment a secret from their family and ...,https://m.media-amazon.com/images/M/MV5BMDYxNTY2ZjAtNDM0Yy00NDVjLTgyNjgtY2I4OGVmYmI0NjVlXkEyXkFqcGdeQXVyMTI5MTMxMjY2._V1_SX300.jpg,76%
tt2147004,Poncho Balón,2006-,tvSeries,Humberto Vélez,,"Poncho is an old, crappy football whose motto is ""i need a good kick in the butt"". Daring and slightly manic, sweet and shameless, witty and hyperactive, Poncho is a stray football who ...",,6.3/10
tt14855888,The Revenge,2021-,tvSeries,"Chanon Santinatornkul, Worranit Thawornwong, Harit Cheewagaroon",,"After the suspicious dead of Pare Akkarapaisansakul, an unknown stepdaughter of Akkarapaisansakul family. One of the most power family of the country. Kate, a mysterious woman appears as an heir of the rival company that not only ...",https://m.media-amazon.com/images/M/MV5BYTIyYTgyYzItODFjNC00ZmMzLWEzYTItYmZjODk3ZTM2MWM3XkEyXkFqcGdeQXVyMTI4MzM3MDUw._V1_SX300.jpg,77%
tt1750145,I Anneli,2010-,tvSeries,"Sissela Benn, Simon J. Berger, Cecilia Forss",,"Anneli is a shy and acward girl who tries to handle life together with her inner personality ""The corpse"". She works at a cafe with a catloving owner and soon falls in love with one of the regular guests. The problem is that he do...",https://m.media-amazon.com/images/M/MV5BMTg0NjE0OGMtYWJiMS00ZTQzLTliZTMtNTU5Nzk5NWM2Y2E2XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg,
tt1830039,Just Josh!,2011-,tvSeries,"Josh Rosenzweig, Keith Levy, Molly Shannon",,"Join Josh for celebrity interviews, special event coverage, and intimate tours of New York hotspots! This episode features Johnny Rozsa's ""Untouched"" photo exhibit, Alias Restaurant, and playwright Charles Busch.",https://m.media-amazon.com/images/M/MV5BYWU5YzU0OWEtMzMyMi00YWU5LWE2ZmItMjhjYzFhZjc2ZDEyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,
tt14681578,Random Encounters,2011-,tvSeries,"A.J. Pinkerton, Evelyn Ashleigh, Noah Ashleigh",,"Random Encounters is an American musical web series co-created by AJ Pinkerton and Peter Srinivasan. The series' first official short, ""Singachu: A Pikachu Song"", premiered on YouTube on June 7, 2011",https://m.media-amazon.com/images/M/MV5BNzYwMTI0ODItODNlZi00NjZkLWExZDctZTE2MjMwMGEzMjVjXkEyXkFqcGdeQXVyOTM4MTcxMjA@._V1_SX300.jpg,7.4/10
tt14524878,Branilac,2021-,tvSeries,"Nenad Jezdic, Tihomir Stanic, Aleksandar Tadic",,"""The Defender,"" an nine episode television series is a legal suspense-drama based on high profile crimes that took place in the former Yugoslavia between 1955-1975. The episodes are based on actual events described in both attorne...",https://m.media-amazon.com/images/M/MV5BMmZmM2ViNjMtOWU3YS00YjBkLWExNDItZGYyMDk5ZGI4OWVlXkEyXkFqcGdeQXVyMjA0MjIxMTQ@._V1_SX300.jpg,5.9/10
tt2360663,Roadies,2011-,tvSeries,"Cory Assink, Damien Barriga, Micah Williams",,"MTV Roadies is a youth-based popular reality television show on MTV India. When asked about the show, executive producer said, ""Roadies has travel, adventure, drama, touch of voyeurism...""",https://m.media-amazon.com/images/M/MV5BNzQxYmYyYTQtYTQyNy00MzY3LTliZGUtMzFmZGQ4MDMzZDE2XkEyXkFqcGdeQXVyOTEyODYzMDQ@._V1_SX300.jpg,
